shape_id,shape_pt_sequence,shape_pt_lon,shape_dist_traveled,shape_pt_lat
SH0200L5000_0,64,-99.116569281316,6.26,19.4576306390734
SH0200L5000_0,65,-99.11416040905,6.6,19.45563876219461
SH0200L5000_0,66,-99.1128915070688,6.78,19.45461642821289
SH0200L5000_0,67,-99.11232640609173,6.86,19.4541799260952
SH0200L5000_0,68,-99.11206949434342,6.89,19.4539927818988
SH0200L5000_0,69,-99.11191376236022,6.91,19.453884680613
SH0200L5000_0,70,-99.1117883056268,6.93,19.4538142204196
SH0200L5000_0,71,-99.11164646317872,6.95,19.4537425746742
SH0200L5000_0,72,-99.11145104594353,6.97,19.453658408451
SH0200L5000_0,73,-99.1112256698516,7.0,19.4535684818895
SH0200L5000_0,74,-99.1107604714354,7.05,19.4533966070902
SH0200L5000_0,75,-99.1060682827664,7.58,19.4516788329127
SH0200L5000_0,76,-99.1045326526216,7.75,19.4511167532562
SH0200L5000_0,77,-99.101528661,8.09,19.450017258000106
SH0200L5000_0,78,-99.1014007177058,8.1,19.449981321884803
SH0200L5000_0,79,-99.10122662109958,8.12,19.4499450592328
SH0200L5000_0,80,-99.10109300780609,8.13,19.449920027137303
SH0200L5000_0,81,-99.1009178005978,8.15,19.44989143143
SH0200L5000_0,82,-99.1007602480208,8.17,19.4498783679339
SH0200L5000_0,83,-99.10061782415607,8.18,19.4498724692266
SH0200L5000_0,84,-99.1004514586973,8.2,19.449874952537
SH0200L5000_0,85,-99.1002535880147,8.22,19.4498834308739
SH0200L5000_0,86,-99.100125040541,8.23,19.449897848508
SH0200L5000_0,87,-99.09994230872292,8.25,19.4499302292053
SH0200L5000_0,88,-99.0997797439932,8.27,19.449964989732106
SH0200L5000_0,89,-99.0996159246744,8.29,19.450009315224897
SH0200L5000_0,90,-99.099376504229,8.32,19.4500871574828
SH0200L5000_0,91,-99.0987172289579,8.39,19.4503250140377
SH0200L5000_0,92,-99.0970092790064,8.58,19.4509596342791
SH0200L5000_0,93,-99.095477493,8.75,19.451527206
SH0200L5000_0,94,-99.09515749207078,8.79,19.451660934156106
SH0200L5000_0,95,-99.0949745264862,8.81,19.45172989388989
SH0200L5000_0,96,-99.09481272247092,8.83,19.451777322429603
SH0200L5000_0,97,-99.0946388121456,8.85,19.451813279836102
SH0200L5000_0,98,-99.0945087535158,8.86,19.451833432936105
SH0200L5000_0,99,-99.0943484409716,8.88,19.451844993703
SH0200L5000_0,100,-99.0941911483266,8.9,19.4518479447803
SH0200L5000_0,101,-99.09403384988909,8.92,19.4518408530813
SH0200L5000_0,102,-99.0938810830229,8.94,19.4518237162573
SH0200L5000_0,103,-99.0936783939787,8.96,19.4517865198087
SH0200L5000_0,104,-99.0934923336953,8.98,19.4517349679294
SH0200L5000_0,105,-99.0933244179312,9.0,19.4516747985436
SH0200L5000_0,106,-99.0931701093642,9.02,19.4516060140324
SH0200L5000_0,107,-99.0930097413461,9.04,19.4515200165357
SH0200L5000_0,108,-99.09286449709472,9.06,19.45143257649
SH0200L5000_0,109,-99.0927283227517,9.08,19.451336523709603
SH0200L5000_0,110,-99.0926057531995,9.1,19.451227551909103
SH0200L5000_0,111,-99.0923591045841,9.14,19.45101391281289
SH0200L5000_0,112,-99.08817962227909,9.76,19.447074253693103
SH0200L5000_0,113,-99.087874459,9.81,19.446761198
SH0200L5000_0,114,-99.0877551687102,9.83,19.4466365920168
SH0200L5000_0,115,-99.0876609506624,9.85,19.44652311575161
SH0200L5000_0,116,-99.08755803193078,9.87,19.4463818510142
SH0200L5000_0,117,-99.0874868917099,9.88,19.446274285506803
SH0200L5000_0,118,-99.08741725783,9.9,19.446155241929
SH0200L5000_0,119,-99.08728630583929,9.93,19.4459121293613
SH0200L5000_0,120,-99.086400546077,10.16,19.4440015800877
SH0200L5000_0,121,-99.0857055461029,10.35,19.4424381249624
SH0200L5000_0,122,-99.08558139060094,10.38,19.44216703186689
SH0200L5000_0,123,-99.0855162713908,10.4,19.4419992067524
SH0200L5000_0,124,-99.0854693005488,10.42,19.4418313730637
SH0200L5000_0,125,-99.0854314174217,10.44,19.441689359054
SH0200L5000_0,126,-99.0854041358188,10.45,19.4415760333482
SH0200L5000_0,127,-99.08539047383827,10.46,19.44147884121169
SH0200L5000_0,128,-99.0853836060036,10.47,19.44135976723189
SH0200L5000_0,129,-99.08536898254808,10.49,19.44122183262749
SH0200L5000_0,130,-99.0853773252149,10.51,19.4410269845982
SH0200L5000_0,131,-99.085387898494,10.53,19.4408920643422
SH0200L5000_0,132,-99.0854044780065,10.54,19.4407844566433
SH0200L5000_0,133,-99.0854338880124,10.56,19.4406302162787
SH0200L5000_0,134,-99.08546256732028,10.57,19.440524754872698
SH0200L5000_0,135,-99.085532175093,10.59,19.4403383677588
SH0200L5000_0,136,-99.0856377389113,10.63,19.4400289954052
SH0200L5000_0,137,-99.0858634607644,10.7,19.4394378765357
SH0200L5000_0,138,-99.085938284,10.72,19.43923916500011
SH0200L5000_0,139,-99.08605012,10.76,19.438874227
SH0200L5000_0,140,-99.0861476218483,10.8,19.4385452142878
SH0200L5000_0,141,-99.08623361,10.86,19.438047834
SH0200L5000_0,142,-99.08644953919148,10.98,19.436948108208497
SH0200L5000_0,143,-99.08652891715028,11.03,19.4365249278321
SH0200L5000_0,144,-99.0865824955957,11.05,19.436328912876803
SH0200L5000_0,145,-99.08663981763571,11.07,19.4361189344076
SH0200L5000_0,146,-99.086698824904,11.09,19.4359709915404
SH0200L5000_0,147,-99.086815971,11.12,19.435710803000102
SH0200L5000_0,148,-99.0869350483678,11.14,19.4355236635879
SH0200L5000_0,149,-99.0870685607383,11.16,19.4353486022927
SH0200L5000_0,150,-99.08761858313092,11.25,19.4347403141525
SH0200L5000_0,151,-99.0879957449999,11.31,19.4343454880001
SH0200L5000_0,152,-99.0883190143334,11.36,19.4340226415846
SH0200L5000_0,153,-99.0886031503051,11.41,19.4337040071971
SH0200L5000_0,154,-99.0887451983922,11.44,19.43350882318489
SH0200L5000_0,155,-99.088997519426,11.49,19.4330883424049
SH0200L5000_0,156,-99.08918334167092,11.53,19.432745365930103
SH0200L5000_0,157,-99.089635055013,11.63,19.431915906206104
SH0200L5000_0,158,-99.0906880496926,11.87,19.4300216231975
SH0200L5000_0,159,-99.0916612753821,12.09,19.4282753789016
SH0200L5000_0,160,-99.0917442203365,12.14,19.4278700435493
SH0200L5000_0,161,-99.0917742989676,12.17,19.4275747260232
SH0200L5000_0,162,-99.0917867987409,12.19,19.4273929951922
SH0200L5000_0,163,-99.0917740787545,12.21,19.4271825837607
SH0200L5000_0,164,-99.0917248391048,12.23,19.4270176219059
SH0200L5000_0,165,-99.0916695359647,12.24,19.4269012823766
SH0200L5000_0,166,-99.0916026868587,12.25,19.4267949116213
SH0200L5000_0,167,-99.0914980238294,12.27,19.426673017668897
SH0200L5000_0,168,-99.0913820314057,12.29,19.4265726493666
SH0200L5000_0,169,-99.091113513921,12.32,19.4263934508808
SH0200L5000_0,170,-99.0906556251417,12.38,19.4260510572939
SH0200L5000_0,171,-99.0901544339985,12.45,19.4256798928573
SH0200L5000_0,172,-99.0896491008217,12.52,19.4253170072276
SH0200L5000_0,173,-99.0893142709907,12.56,19.4250799738394
SH0200L5000_0,174,-99.0890964311203,12.59,19.4249270496334
SH0200L5000_0,175,-99.08887052973829,12.62,19.4247798677784
SH0200L5000_0,176,-99.0869138382517,12.86,19.4236379586838
SH0200L5000_0,177,-99.0835836687856,13.27,19.4217188399699
SH0200L5000_0,178,-99.0820022965558,13.47,19.4207927251776
SH0200L5000_0,179,-99.081660885658,13.51,19.420584294132
SH0200L5000_0,180,-99.081536089833,13.53,19.420498270082604
SH0200L5000_0,181,-99.0813961630684,13.55,19.4203931238128
SH0200L5000_0,182,-99.08121587616009,13.58,19.420215066495
SH0200L5000_0,183,-99.081012205,13.62,19.4199644670001
SH0200L5000_0,184,-99.080561308,13.71,19.4192385660001
SH0200L5000_0,185,-99.080406285209,13.74,19.4190174782707
SH0200L5000_0,186,-99.0802129875827,13.77,19.4188008404723
SH0200L5000_0,187,-99.08012794286208,13.78,19.4187260581205
SH0200L5000_0,188,-99.0799519403487,13.8,19.4185836213104
SH0200L5000_0,189,-99.0793524144106,13.88,19.4181690959269
SH0200L5000_0,190,-99.0781649925348,14.03,19.417339893795
SH0200L5000_0,191,-99.0750971166166,14.41,19.41555278323
SH0200L5000_0,192,-99.0743288080277,14.5,19.4151047731458
SH0200L5000_1,1,-99.0743288080277,0.0,19.4151047731458
SH0200L5000_1,2,-99.0750971166166,0.09,19.41555278323
SH0200L5000_1,3,-99.0781649925348,0.47,19.417339893795
SH0200L5000_1,4,-99.0793524144106,0.62,19.4181690959269
SH0200L5000_1,5,-99.0799519403487,0.7,19.4185836213104
SH0200L5000_1,6,-99.08012794286208,0.72,19.4187260581205
SH0200L5000_1,7,-99.0802129875827,0.73,19.4188008404723
SH0200L5000_1,8,-99.080406285209,0.76,19.4190174782707
SH0200L5000_1,9,-99.080561308,0.79,19.4192385660001
SH0200L5000_1,10,-99.081012205,0.88,19.4199644670001
SH0200L5000_1,11,-99.08121587616009,0.92,19.420215066495
SH0200L5000_1,12,-99.0813961630684,0.95,19.4203931238128
SH0200L5000_1,13,-99.081536089833,0.97,19.420498270082604
SH0200L5000_1,14,-99.081660885658,0.99,19.420584294132
SH0200L5000_1,15,-99.0820022965558,1.03,19.4207927251776
SH0200L5000_1,16,-99.0835836687856,1.23,19.4217188399699
SH0200L5000_1,17,-99.0869138382517,1.64,19.4236379586838
SH0200L5000_1,18,-99.08887052973829,1.88,19.4247798677784
SH0200L5000_1,19,-99.0890964311203,1.91,19.4249270496334
SH0200L5000_1,20,-99.0893142709907,1.94,19.4250799738394
SH0200L5000_1,21,-99.0896491008217,1.98,19.4253170072276
SH0200L5000_1,22,-99.0901544339985,2.05,19.4256798928573
SH0200L5000_1,23,-99.0906556251417,2.12,19.4260510572939
SH0200L5000_1,24,-99.091113513921,2.18,19.4263934508808
SH0200L5000_1,25,-99.0913820314057,2.21,19.4265726493666
SH0200L5000_1,26,-99.0914980238294,2.23,19.426673017668897
SH0200L5000_1,27,-99.0916026868587,2.25,19.4267949116213
SH0200L5000_1,28,-99.0916695359647,2.26,19.4269012823766
SH0200L5000_1,29,-99.0917248391048,2.27,19.4270176219059
SH0200L5000_1,30,-99.0917740787545,2.29,19.4271825837607
SH0200L5000_1,31,-99.0917867987409,2.31,19.4273929951922
SH0200L5000_1,32,-99.0917742989676,2.33,19.4275747260232
SH0200L5000_1,33,-99.0917442203365,2.36,19.4278700435493
SH0200L5000_1,34,-99.0916612753821,2.41,19.4282753789016
SH0200L5000_1,35,-99.0906880496926,2.63,19.4300216231975
SH0200L5000_1,36,-99.089635055013,2.87,19.431915906206104
SH0200L5000_1,37,-99.08918334167092,2.97,19.432745365930103
SH0200L5000_1,38,-99.088997519426,3.01,19.4330883424049
SH0200L5000_1,39,-99.0887451983922,3.06,19.43350882318489
SH0200L5000_1,40,-99.0886031503051,3.09,19.4337040071971
SH0200L5000_1,41,-99.0883190143334,3.14,19.4340226415846
SH0200L5000_1,42,-99.0879957449999,3.19,19.4343454880001
SH0200L5000_1,43,-99.08761858313092,3.25,19.4347403141525
SH0200L5000_1,44,-99.0870685607383,3.34,19.4353486022927
SH0200L5000_1,45,-99.0869350483678,3.36,19.4355236635879
SH0200L5000_1,46,-99.086815971,3.38,19.435710803000102
SH0200L5000_1,47,-99.086698824904,3.41,19.4359709915404
SH0200L5000_1,48,-99.08663981763571,3.43,19.4361189344076
SH0200L5000_1,49,-99.0865824955957,3.45,19.436328912876803
SH0200L5000_1,50,-99.08652891715028,3.47,19.4365249278321
SH0200L5000_1,51,-99.08644953919148,3.52,19.436948108208497
SH0200L5000_1,52,-99.08623361,3.64,19.438047834
SH0200L5000_1,53,-99.0861476218483,3.7,19.4385452142878
SH0200L5000_1,54,-99.08605012,3.74,19.438874227
SH0200L5000_1,55,-99.085938284,3.78,19.43923916500011
SH0200L5000_1,56,-99.0858634607644,3.8,19.4394378765357
SH0200L5000_1,57,-99.0856377389113,3.87,19.4400289954052
SH0200L5000_1,58,-99.085532175093,3.91,19.4403383677588
SH0200L5000_1,59,-99.08546256732028,3.93,19.440524754872698
SH0200L5000_1,60,-99.0854338880124,3.94,19.4406302162787
SH0200L5000_1,61,-99.0854044780065,3.96,19.4407844566433
SH0200L5000_1,62,-99.085387898494,3.97,19.4408920643422
SH0200L5000_1,63,-99.0853773252149,3.99,19.4410269845982
SH0200L5000_1,64,-99.08536898254808,4.01,19.44122183262749
SH0200L5000_1,65,-99.0853836060036,4.03,19.44135976723189
SH0200L5000_1,66,-99.08539047383827,4.04,19.44147884121169
SH0200L5000_1,67,-99.0854041358188,4.05,19.4415760333482
SH0200L5000_1,68,-99.0854314174217,4.06,19.441689359054
SH0200L5000_1,69,-99.0854693005488,4.08,19.4418313730637
SH0200L5000_1,70,-99.0855162713908,4.1,19.4419992067524
SH0200L5000_1,71,-99.08558139060094,4.12,19.44216703186689
SH0200L5000_1,72,-99.0857055461029,4.15,19.4424381249624
SH0200L5000_1,73,-99.086400546077,4.34,19.4440015800877
SH0200L5000_1,74,-99.08728630583929,4.57,19.4459121293613
SH0200L5000_1,75,-99.08741725783,4.6,19.446155241929
SH0200L5000_1,76,-99.0874868917099,4.62,19.446274285506803
SH0200L5000_1,77,-99.08755803193078,4.63,19.4463818510142
SH0200L5000_1,78,-99.0876609506624,4.65,19.44652311575161
SH0200L5000_1,79,-99.0877551687102,4.67,19.4466365920168
SH0200L5000_1,80,-99.087874459,4.69,19.446761198
SH0200L5000_1,81,-99.08817962227909,4.74,19.447074253693103
SH0200L5000_1,82,-99.0923591045841,5.36,19.45101391281289
SH0200L5000_1,83,-99.0926057531995,5.4,19.451227551909103
SH0200L5000_1,84,-99.0927283227517,5.42,19.451336523709603
SH0200L5000_1,85,-99.09286449709472,5.44,19.45143257649
SH0200L5000_1,86,-99.0930097413461,5.46,19.4515200165357
SH0200L5000_1,87,-99.0931701093642,5.48,19.4516060140324
SH0200L5000_1,88,-99.0933244179312,5.5,19.4516747985436
SH0200L5000_1,89,-99.0934923336953,5.52,19.4517349679294
SH0200L5000_1,90,-99.0936783939787,5.54,19.4517865198087
SH0200L5000_1,91,-99.0938810830229,5.56,19.4518237162573
SH0200L5000_1,92,-99.09403384988909,5.58,19.4518408530813
SH0200L5000_1,93,-99.0941911483266,5.6,19.4518479447803
SH0200L5000_1,94,-99.0943484409716,5.62,19.451844993703
SH0200L5000_1,95,-99.0945087535158,5.64,19.451833432936105
SH0200L5000_1,96,-99.0946388121456,5.65,19.451813279836102
SH0200L5000_1,97,-99.09481272247092,5.67,19.451777322429603
SH0200L5000_1,98,-99.0949745264862,5.69,19.45172989388989
SH0200L5000_1,99,-99.09515749207078,5.71,19.451660934156106
SH0200L5000_1,100,-99.095477493,5.75,19.451527206
SH0200L5000_1,101,-99.0970092790064,5.92,19.4509596342791
SH0200L5000_1,102,-99.0987172289579,6.11,19.4503250140377
SH0200L5000_1,103,-99.099376504229,6.18,19.4500871574828
SH0200L5000_1,104,-99.0996159246744,6.21,19.450009315224897
SH0200L5000_1,105,-99.0997797439932,6.23,19.449964989732106
SH0200L5000_1,106,-99.09994230872292,6.25,19.4499302292053
SH0200L5000_1,107,-99.100125040541,6.27,19.449897848508
SH0200L5000_1,108,-99.1002535880147,6.28,19.4498834308739
SH0200L5000_1,109,-99.1004514586973,6.3,19.449874952537
SH0200L5000_1,110,-99.10061782415607,6.32,19.4498724692266
SH0200L5000_1,111,-99.1007602480208,6.33,19.4498783679339
SH0200L5000_1,112,-99.1009178005978,6.35,19.44989143143
SH0200L5000_1,113,-99.10109300780609,6.37,19.449920027137303
SH0200L5000_1,114,-99.10122662109958,6.38,19.4499450592328
SH0200L5000_1,115,-99.1014007177058,6.4,19.449981321884803
SH0200L5000_1,116,-99.101528661,6.41,19.450017258000106
SH0200L5000_1,117,-99.1045326526216,6.75,19.4511167532562
SH0200L5000_1,118,-99.1060682827664,6.92,19.4516788329127
SH0200L5000_1,119,-99.1107604714354,7.45,19.4533966070902
SH0200L5000_1,120,-99.1112256698516,7.5,19.4535684818895
SH0200L5000_1,121,-99.11145104594353,7.53,19.453658408451
SH0200L5000_1,122,-99.11164646317872,7.55,19.4537425746742
SH0200L5000_1,123,-99.1117883056268,7.57,19.4538142204196
SH0200L5000_1,124,-99.11191376236022,7.59,19.453884680613
SH0200L5000_1,125,-99.11206949434342,7.61,19.4539927818988
SH0200L5000_1,126,-99.11232640609173,7.64,19.4541799260952
SH0200L5000_1,127,-99.1128915070688,7.72,19.45461642821289
SH0200L5000_1,128,-99.11416040905,7.9,19.45563876219461
SH0200L5000_1,129,-99.116569281316,8.24,19.4576306390734
SH0200L5000_1,130,-99.1168628641314,8.28,19.4578513879842
SH0200L5000_1,131,-99.1170126798092,8.3,19.457960325645
SH0200L5000_1,132,-99.1171564312564,8.32,19.4580491818374
SH0200L5000_1,133,-99.117283529863,8.34,19.4581165287641
SH0200L5000_1,134,-99.1174318036137,8.36,19.4581838618888
SH0200L5000_1,135,-99.1176360463201,8.38,19.458259766558896
SH0200L5000_1,136,-99.11860881865508,8.49,19.458579062353
SH0200L5000_1,137,-99.1215255280688,8.81,19.4595480379502
SH0200L5000_1,138,-99.1235050509475,9.03,19.460197710183
SH0200L5000_1,139,-99.1252793234672,9.23,19.4607998873272
SH0200L5000_1,140,-99.1266905588346,9.39,19.4612549691034
SH0200L5000_1,141,-99.1272946029544,9.46,19.4614790208444
SH0200L5000_1,142,-99.1275418756438,9.49,19.4615740128766
SH0200L5000_1,143,-99.12768561351092,9.51,19.4616341674438
SH0200L5000_1,144,-99.1278870573344,9.53,19.4617298129575
SH0200L5000_1,145,-99.1280446928049,9.55,19.4618101367089
SH0200L5000_1,146,-99.1288652855435,9.65,19.4622985967662
SH0200L5000_1,147,-99.1297762662827,9.76,19.4628402485225
SH0200L5000_1,148,-99.13194628783172,10.03,19.4641139753272
SH0200L5000_1,149,-99.1324668617434,10.09,19.4644267101914
SH0200L5000_1,150,-99.1326214282687,10.11,19.4645152103345
SH0200L5000_1,151,-99.1327818806664,10.13,19.4646147723684
SH0200L5000_1,152,-99.13286276431772,10.14,19.464692693316
SH0200L5000_1,153,-99.1329361949234,10.15,19.464780153726498
SH0200L5000_1,154,-99.1330006604608,10.16,19.4648620311604
SH0200L5000_1,155,-99.13409633699992,10.36,19.466370625
SH0200L5000_1,156,-99.1360479470685,10.72,19.4689912455645
SH0200L5000_1,157,-99.1369781330294,10.9,19.47033415095089
SH0200L5000_1,158,-99.137337786,10.97,19.470902677
SH0200L5000_1,159,-99.13747288,11.0,19.471164124
SH0200L5000_1,160,-99.137870074,11.12,19.47216996
SH0200L5000_1,161,-99.1379333017426,11.14,19.472348550024897
SH0200L5000_1,162,-99.1381792779999,11.21,19.472937915
SH0200L5000_1,163,-99.1387688459999,11.38,19.474400716
SH0200L5000_1,164,-99.139147866,11.5,19.475416673
SH0200L5000_1,165,-99.139371049,11.56,19.475932186
SH0200L5000_1,166,-99.139570163,11.61,19.476360329
SH0200L5000_1,167,-99.1403366988974,11.84,19.478273028751
SH0200L5000_1,168,-99.1409406092738,12.02,19.479807350508302
SH0200L5000_1,169,-99.1410677369983,12.06,19.4801186749164
SH0200L5000_1,170,-99.141399822,12.15,19.480879485000106
SH0200L5000_1,171,-99.143447351774,12.81,19.4865202337277
SH0200L5000_1,172,-99.1436304427079,12.86,19.4869238289846
SH0200L5000_1,173,-99.1438024939999,12.9,19.4872259850001
SH0200L5000_1,174,-99.1439673529999,12.94,19.487534743
SH0200L5000_1,175,-99.14405756068,12.96,19.487728685895103
SH0200L5000_1,176,-99.144143221976,12.98,19.4879142768747
SH0200L5000_1,177,-99.14443749769327,13.07,19.488653957265
SH0200L5000_1,178,-99.1449866079999,13.23,19.490036253
SH0200L5000_1,179,-99.145604453,13.42,19.491644967000106
SH0200L5000_1,180,-99.14576696091429,13.47,19.4920535405918
SH0200L5000_1,181,-99.14596297708653,13.55,19.4927348436856
SH0200L5000_1,182,-99.1461158900671,13.6,19.49314718356069
SH0200L5000_1,183,-99.146363126,13.68,19.493839154000103
SH0200L5000_1,184,-99.1469061852215,13.84,19.495150748669698
SH0200L5000_1,185,-99.147238956,13.94,19.496006969000103
SH0200L5000_1,186,-99.147777907,14.1,19.497345093
SH0200L5000_1,187,-99.1479579114069,14.15,19.4977278280782
SH0200L5000_1,188,-99.148128034,14.19,19.498075482
SH0200L5000_1,189,-99.14832280406073,14.24,19.4984806997278
SH0200L5000_1,190,-99.1484492512593,14.28,19.4987931880848
SH0200L5000_1,191,-99.1488993131683,14.41,19.499912621001503
SH0200L5000_1,192,-99.1492059930465,14.5,19.5006786989004
SH0200L6000_0,1,-99.19976981604844,0.0,19.5046301438342
SH0200L6000_0,2,-99.200045525753,0.1,19.503781287305
SH0200L6000_0,3,-99.200256714,0.18,19.5031322300001
SH0200L6000_0,4,-99.201286958,0.55,19.4999426140001
SH0200L6000_0,5,-99.201357458,0.58,19.499715021
SH0200L6000_0,6,-99.201404801,0.6,19.4995105570001
SH0200L6000_0,7,-99.201417817,0.62,19.49929575
SH0200L6000_0,8,-99.201380662,0.65,19.499016938000103
SH0200L6000_0,9,-99.201281985,0.69,19.498682694
SH0200L6000_0,10,-99.2012185947068,0.71,19.4985390346397
SH0200L6000_0,11,-99.2011176936098,0.73,19.4983965855081
SH0200L6000_0,12,-99.2009578804778,0.76,19.4982079507956
SH0200L6000_0,13,-99.1999982089999,0.9,19.497302119
SH0200L6000_0,14,-99.19956108199992,0.97,19.4968342880001
SH0200L6000_0,15,-99.1992380629999,1.02,19.496462629000103
SH0200L6000_0,16,-99.198959967,1.07,19.4961275440001
SH0200L6000_0,17,-99.198818498,1.09,19.49595313
SH0200L6000_0,18,-99.1987460550872,1.1,19.4958964087031
SH0200L6000_0,19,-99.198646370349,1.11,19.4958235900156
SH0200L6000_0,20,-99.19852022402269,1.12,19.4957615601744
SH0200L6000_0,21,-99.1983133708752,1.14,19.4956816855318
SH0200L6000_0,22,-99.197993218,1.18,19.495563435000104
SH0200L6000_0,23,-99.193135871,1.72,19.4939158510001
SH0200L6000_0,24,-99.1928724002124,1.75,19.493814172030103
SH0200L6000_0,25,-99.192347699,1.81,19.493583271
SH0200L6000_0,26,-99.191991296944,1.85,19.4934220321506
SH0200L6000_0,27,-99.1915252131267,1.9,19.4932661558536
SH0200L6000_0,28,-99.1911234794385,1.94,19.49313908607261
SH0200L6000_0,29,-99.19067111,1.99,19.493004731
SH0200L6000_0,30,-99.190458153,2.01,19.492916598
SH0200L6000_0,31,-99.19036812385608,2.02,19.492856478285105
SH0200L6000_0,32,-99.190284836,2.03,19.4927840120001
SH0200L6000_0,33,-99.189950483,2.08,19.492471225
SH0200L6000_0,34,-99.18961070599993,2.13,19.492122646
SH0200L6000_0,35,-99.18936874199991,2.16,19.491913363
SH0200L6000_0,36,-99.1891711329999,2.18,19.4917939860001
SH0200L6000_0,37,-99.188985992,2.2,19.491704393000106
SH0200L6000_0,38,-99.188724824,2.23,19.491605309
SH0200L6000_0,39,-99.18188994699992,2.98,19.4896662420001
SH0200L6000_0,40,-99.181642579575,3.01,19.48961175673569
SH0200L6000_0,41,-99.1814318664992,3.03,19.4895567858704
SH0200L6000_0,42,-99.1812540804649,3.05,19.4895270753013
SH0200L6000_0,43,-99.181027151707,3.07,19.4895190518224
SH0200L6000_0,44,-99.1807107515706,3.1,19.489540769311
SH0200L6000_0,45,-99.1802226413198,3.15,19.4895878191018
SH0200L6000_0,46,-99.1774720583322,3.44,19.49001651132161
SH0200L6000_0,47,-99.1765128968413,3.54,19.490203953771
SH0200L6000_0,48,-99.1754592077132,3.65,19.4904141981162
SH0200L6000_0,49,-99.174592592,3.74,19.4905832210001
SH0200L6000_0,50,-99.17262289446998,3.95,19.490986202709
SH0200L6000_0,51,-99.1724804691942,3.97,19.4910150315018
SH0200L6000_0,52,-99.1723317316605,3.99,19.4910354973781
SH0200L6000_0,53,-99.1706133480722,4.17,19.4911514984263
SH0200L6000_0,54,-99.1702049143993,4.21,19.4911745981569
SH0200L6000_0,55,-99.17002804639807,4.23,19.4911758782791
SH0200L6000_0,56,-99.1698489389868,4.25,19.4911588055522
SH0200L6000_0,57,-99.1696991273741,4.27,19.4911294372927
SH0200L6000_0,58,-99.16932252013692,4.31,19.4910056580903
SH0200L6000_0,59,-99.167733625,4.49,19.490486983
SH0200L6000_0,60,-99.1664048780408,4.64,19.4900729685122
SH0200L6000_0,61,-99.16433908,4.87,19.489368958000103
SH0200L6000_0,62,-99.1641756138374,4.89,19.4893057171412
SH0200L6000_0,63,-99.1639869135894,4.91,19.489213402604
SH0200L6000_0,64,-99.1636381012776,4.95,19.4890212278246
SH0200L6000_0,65,-99.1614709564111,5.21,19.487850851605
SH0200L6000_0,66,-99.1613317043499,5.23,19.4877735043599
SH0200L6000_0,67,-99.1612136525541,5.24,19.4877176579555
SH0200L6000_0,68,-99.161101671799,5.25,19.4876818912384
SH0200L6000_0,69,-99.160926130513,5.27,19.4876217918129
SH0200L6000_0,70,-99.1606371271627,5.3,19.487557488928896
SH0200L6000_0,71,-99.1604525590112,5.32,19.4875476099647
SH0200L6000_0,72,-99.1602846454955,5.34,19.487552062620303
SH0200L6000_0,73,-99.15995089345672,5.38,19.4875951978939
SH0200L6000_0,74,-99.15967988792048,5.41,19.4876487120268
SH0200L6000_0,75,-99.1593426505409,5.45,19.4877364980481
SH0200L6000_0,76,-99.1591429499994,5.47,19.4878178828554
SH0200L6000_0,77,-99.15891175269206,5.5,19.4879525847618
SH0200L6000_0,78,-99.153408448129,6.2,19.4915398092476
SH0200L6000_0,79,-99.153213327185,6.22,19.4916688684951
SH0200L6000_0,80,-99.15310446750271,6.23,19.4917252898512
SH0200L6000_0,81,-99.15301373653652,6.24,19.4917655368728
SH0200L6000_0,82,-99.1528904800538,6.25,19.4918058113161
SH0200L6000_0,83,-99.1527157831579,6.27,19.491841107778303
SH0200L6000_0,84,-99.1525063361223,6.29,19.491856796511
SH0200L6000_0,85,-99.1521956944304,6.32,19.491845580651106
SH0200L6000_0,86,-99.1519152769149,6.35,19.4917999071938
SH0200L6000_0,87,-99.1506113409999,6.49,19.491544578000106
SH0200L6000_0,88,-99.146079855,6.98,19.490632276
SH0200L6000_0,89,-99.1457224597762,7.02,19.4905652957781
SH0200L6000_0,90,-99.1454551443399,7.05,19.4905052551914
SH0200L6000_0,91,-99.1452523726944,7.07,19.4904422931358
SH0200L6000_0,92,-99.1451260844586,7.08,19.4903994178638
SH0200L6000_0,93,-99.1448520914979,7.11,19.49030269505489
SH0200L6000_0,94,-99.14458727308642,7.14,19.490214436298896
SH0200L6000_0,95,-99.1443726598292,7.16,19.4901572313506
SH0200L6000_0,96,-99.143298965,7.28,19.4899252050001
SH0200L6000_0,97,-99.139357581,7.7,19.489127561
SH0200L6000_0,98,-99.1390097283623,7.74,19.4890580032176
SH0200L6000_0,99,-99.138616350556,7.78,19.4889961363494
SH0200L6000_0,100,-99.1366360059999,7.99,19.4887763790001
SH0200L6000_0,101,-99.13651673716552,8.0,19.4887586220524
SH0200L6000_0,102,-99.1364284723214,8.01,19.4887359731867
SH0200L6000_0,103,-99.13625696581828,8.03,19.4886673583896
SH0200L6000_0,104,-99.1343002426164,8.26,19.48775237381989
SH0200L6000_0,105,-99.1340354442055,8.29,19.48767653322589
SH0200L6000_0,106,-99.13370862698144,8.33,19.487606476667
SH0200L6000_0,107,-99.1309039476403,8.63,19.486987917293103
SH0200L6000_0,108,-99.1307238831862,8.65,19.4869320957588
SH0200L6000_0,109,-99.13054985153008,8.67,19.486853315194303
